"","Country","Education","JobSatisfaction","IQ","Conscientiousness","Admitted","FoodExpenditure","Income"
"1",3,4.63168487029141,4.06625508835657,120.806658035267,95.7535033136881,2,369.221964089967,18.7450289647483
"2",3,1.85363075513337,3.50301924776127,122.385518947955,62.2582155304566,2,214.396609958282,12.0403722412698
"3",3,1.74512703318702,2.81651733133451,129.213008681063,119.800169944955,1,195.364941221501,16.5701513146916
"4",3,2.26035218760722,2.40306550926536,116.3657821968,87.3999013147846,2,739.66046245394,26.4942523985214
"5",3,2.56036938924392,2.21830173581529,92.1206350412307,106.828466671807,2,275.110798304152,13.7533060108564
"6",3,2.06123499559342,3.03335379353062,74.316812984517,106.770530151149,2,450.339036354101,25.910753965678
"7",3,1.82604996610926,3.20257036868856,112.95257412438,106.419794771615,2,401.322773229249,16.5162872550113
"8",3,2.12259762054594,2.62434589542494,91.1482516924056,67.9897153713337,2,434.774542988384,23.1382892669845
"9",3,1.96482405980627,1.11895637254124,81.1412706879903,103.062908214867,2,547.170306563564,22.3702854354414
"10",3,2.84864390027266,3.66859872921615,135.974544004514,91.7329437556758,1,310.324014824169,17.8274008312491
"11",3,-0.198469871321533,2.02413565602923,107.603338654346,106.66281572657,2,768.783269962858,33.1361227252487
"12",3,1.40375195199597,4.16813176814246,93.2183087124915,91.7379817911138,2,450.400581614103,25.5782977673656
"13",3,3.61819824519774,4.14268715557097,97.3993196472443,111.834268399271,2,436.562019488237,19.6904280280318
"14",3,3.90970974045249,3.55630110904156,119.669039382822,110.442369640302,1,405.725990857267,17.7040828342082
"15",3,0.30393288947241,2.19432487456818,96.2707215308298,115.562613301047,2,631.543131241072,23.0826560132129
"16",3,3.14096811160019,3.71634039610197,98.4712267229326,84.1645085092461,2,591.89488766984,25.8550558400333
"17",3,1.67563724739506,2.90024008737983,93.8568395810767,107.171310166634,2,286.189650049655,12.3107535303377
"18",3,1.59416635762883,2.49014102568576,109.866398916358,98.2661039228274,2,263.250096108806,16.1583812598157
"19",3,1.70716628975962,2.73584646144759,133.808381841537,75.0423436654247,2,445.201504112294,24.0222100788193
"20",3,3.20589871495456,3.21609133847321,79.3932455215466,98.3646035034206,2,566.620216095612,26.1441360478087
"21",3,0.373914547382654,0.777795270853074,116.050121104711,75.1975252662298,2,372.452806931046,20.4041833593518
"22",3,0.504978410867093,2.70478623471261,120.652787674913,93.7308092862002,2,539.728489899714,22.1312434653506
"23",3,0.568730453893033,2.04092695440616,79.6258110577377,116.462310385262,2,324.859693181858,21.4365038109578
"24",3,1.42678346906486,2.22196273039879,103.582037929151,140.7009279581,1,550.416043216188,24.4720670820681
"25",3,-0.671477665518155,1.06971286645991,107.478679310005,88.5586627591523,2,478.726505512316,24.833954151405
"26",3,0.213856405584483,2.56984479940418,113.489598146751,84.647029330233,2,480.44567130393,25.0628372293017
"27",3,2.61897112459244,3.73407100960257,94.9226686684446,103.205031246994,2,425.91249855443,20.2277572732715
"28",3,2.40911950576933,3.71044553685083,95.456981616357,104.179141683507,2,474.271488128915,21.4505924771741
"29",3,1.99575488557949,2.97894891147582,98.3709791149072,121.118364242249,2,263.468873253694,12.0345784670455
"30",3,1.41628047142012,3.64822499389446,107.547453982648,91.6486987317678,2,448.643635403272,19.7426105948209
"31",3,3.00973476994446,3.86217493286634,117.061238716989,101.46561181892,2,397.396433849013,22.2218041330375
"32",3,4.1838610451143,3.62077927697063,103.496843069472,87.707274622009,2,451.457982156524,15.3262739377805
"33",3,2.33782289661961,2.34580531489681,125.648669530633,120.005150369869,1,619.233962095006,26.8069000558906
"34",3,2.41155016562572,2.12667820279903,93.5830040194817,82.4025042478625,2,693.864106437631,26.5891618245369
"35",3,1.64447529727191,2.45161637692659,102.783446358616,110.103864068254,2,294.586199994955,13.189004536501
"36",3,2.65235364533976,2.96041900357373,91.644911889562,126.481611569816,2,728.159738710152,23.1860474488329
"37",3,1.31915386886653,2.09175586841062,82.7929611081416,86.4978225046084,2,241.278538711815,16.1489048962777
"38",3,2.15953405183786,2.78354526109356,96.0003137474269,122.030772501435,2,312.914237274249,16.8373493608107
"39",3,1.78992709196208,2.80142842209927,103.387016717323,101.418836905451,2,313.201350929963,22.276742716678
"40",3,3.08786368751874,4.25578284539368,130.893682047069,77.7726306743707,2,515.597315251346,19.6838587750984
"41",3,1.64834190260896,3.68797494035906,89.9216917498345,109.546181768685,2,544.472653675496,26.8669883167314
"42",3,-0.615088906044869,1.68256053864665,96.369994636521,113.121552610641,2,533.926722276266,22.6797103660093
"43",3,0.41175652788852,1.51521204087477,94.9218093608275,111.616418257338,2,333.409180021752,17.4524984747843
"44",3,3.15717978394163,4.15460153175012,71.151786651295,104.613271917925,2,656.954274748873,18.7155413674013
"45",3,2.86985349130314,3.79177938823308,110.513137827837,82.6495953606809,2,800.077397719248,29.2676521719089
"46",3,1.60883299416831,2.2109479294563,95.1962187379059,92.0237689847573,2,250.739068912934,14.73345660731
"47",3,5.6483832415168,4.20409241626163,138.153250118676,79.3693941377709,2,406.997933633483,19.2597423554339
"48",3,2.08621551925961,2.88460812315115,99.3066323040022,90.3595852845777,2,472.423685193769,19.3176532073457
"49",3,1.22259410681956,1.60150370463418,96.6125000358245,115.51568949076,2,828.799743605884,32.4569355354166
"50",3,1.62074585521389,1.84060166704102,104.236853673064,98.7671875431647,2,231.035588123088,19.7407869034978
"51",3,0.504552429475587,1.24905682619951,118.214655750923,93.7289228906786,2,328.403615416851,21.9230596154803
"52",3,0.363201890617711,2.02150525979897,103.429295938865,79.5518242868626,2,484.961640143537,20.1544833394092
"53",3,1.69002470503732,3.091359824876,102.004442797064,82.6558794688819,2,664.591478482395,25.0839164832294
"54",3,0.0833639495487253,2.74982053638717,80.3810502701524,132.49418074663,2,451.393721327329,21.9261542439396
"55",3,3.08928522908508,3.40924745320987,110.387690097745,103.724776448552,2,364.581434887149,17.8843597829426
"56",3,2.51424230261909,3.39606787614385,114.018380446107,120.166062499108,1,631.155574564432,23.856077182011
"57",3,0.461079063046745,1.78176569003401,114.266423253405,91.2388442770804,2,525.762254907056,22.6997378626193
"58",3,2.42649018600806,3.24662191639089,98.7988379786796,76.9563329952312,2,391.124652305739,16.6148562534829
"59",3,1.86782220030108,3.12874307299727,103.833381445688,99.635326528973,2,406.968135399768,20.9530321909813
"60",3,3.51032241605107,4.89018552391873,92.7438934280468,109.473611135699,2,424.985767673899,22.0398634546676
"61",3,2.14994373597323,2.84543213947212,110.887540180703,116.98682058757,1,408.145120986582,16.6847213161169
"62",3,1.81336975807115,2.18067026813296,91.1272515461437,107.555285789165,2,436.076496505914,18.6348557891957
"63",3,0.497755639565359,1.96702755751868,106.471879904901,89.0541682205528,2,198.032943818109,7.58513058068995
"64",3,3.73208465594296,3.9724561514739,114.326533429982,86.7709229060384,2,310.5819459442,17.0082944379412
"65",3,3.87567058193088,3.92679453034378,124.889754500552,101.026809350453,1,279.810524224398,17.0630468657604
"66",3,2.3406130963362,2.95147016585956,102.565135748605,101.285852788205,2,611.187718929753,29.2258046757788
"67",3,3.22469907275788,2.7909440185491,119.211479341943,98.6725977414853,2,497.165133347326,27.227711281565
"68",3,3.67963577762301,3.30946586715604,87.5345287341775,129.102277432124,2,368.22296497432,19.6258918173176
"69",3,0.635284578427175,2.30957067348103,102.197814239221,79.2529327679028,2,362.664057191164,23.8157623977262
"70",3,2.5025476278748,3.2548904997014,77.8639924205619,104.479905046811,2,388.272945889828,15.6038459527005
"71",3,0.724037388307792,2.21110008035011,81.2502237618512,80.5082662016382,2,465.463155793619,20.7990401687781
"72",3,1.13971417548927,2.58117864073881,93.1684704636732,134.910943850562,1,372.321122574157,27.6099660048461
"73",3,3.82391735154563,3.94827060314729,83.17291945927,80.6383370388408,2,192.902858229871,13.7861469134114
"74",3,1.82306764584088,2.60319894197968,114.35852466467,94.0679926467986,2,398.424507387639,15.5514002782584
"75",3,4.9718317749723,4.9014048932897,105.116513646862,119.730288068526,1,529.495226243207,17.0581591725852
"76",3,3.28999974405407,3.71837452493838,88.1904937625174,66.3294029396878,2,431.651496478472,17.2486586071573
"77",3,4.4148169777939,3.45262225927421,102.989673056684,128.046261506006,1,504.339721612546,22.1659881161115
"78",3,1.79735201795893,2.14482259400308,76.9655967418631,148.12205661043,1,557.717757590549,22.3308940858746
"79",3,1.58259348096262,3.83081923985712,107.48680089244,91.1845311822075,2,544.674199734795,22.7822169264484
"80",3,1.41702360807925,3.05464145875759,117.467436369866,84.8886014384959,2,373.312944570431,18.2637345043504
"81",3,1.89846451407912,3.31689388636446,102.287687014686,99.4195347959209,2,504.331214307834,19.1862526590987
"82",3,1.3379451745148,3.33280717299803,117.164643813805,64.2622745629934,2,349.043421362901,21.4711539504841
"83",3,1.85270852076067,3.8823516276918,104.954636274717,95.5981390805553,2,278.218519555282,16.4533588523962
"84",3,1.27005967249868,2.98113711412479,110.215516177143,115.119912441579,1,342.13495515288,19.1789720529228
"85",3,1.92168771435306,1.72682655775975,85.2008567305752,74.8667788021762,2,397.455769195172,23.4749640389537
"86",3,1.26541389103579,2.04921434455979,75.7640608472217,99.8664319572195,2,370.410311960827,16.7804039573937
"87",3,4.22913526698388,4.20738611260096,116.044902927198,98.9268601180799,2,487.327526200107,22.251861587096
"88",3,3.68875113356953,4.31896195399461,105.604197100555,89.6494925207422,2,559.693590610556,17.411210947146
"89",3,1.67922451468698,2.97313907944007,112.463947601464,77.1764966959092,2,268.147568653138,18.8531657972214
"90",3,3.18594947490754,3.29721582212613,104.351805063918,124.628750111584,1,543.337773317303,23.6946133952205
"91",3,1.85513549777785,2.2477543356675,112.382618874086,102.031532449571,2,473.358102332207,18.4856823910079
"92",3,3.79331100022116,4.67280663348816,73.075516544932,109.93099444574,2,558.028299990205,25.969764841838
"93",3,4.54289977476518,4.24272823981414,66.9932897590536,93.5375266722744,2,417.673648852386,20.9693436433009
"94",3,2.43922561301574,2.78465781535561,99.1620469057363,121.283977809057,1,530.398396156096,21.797319530353
"95",3,3.11127481405876,2.21753971129297,97.830824422404,137.720145880046,1,207.174756777602,11.8041277451614
"96",3,2.20198843605823,2.04849901478015,104.301961731621,99.6911582244813,2,523.107552374211,22.2577020667548
"97",3,1.42315150914812,2.34461187448627,101.678668215106,83.5058771706076,2,160.625121438417,20.9186141044157
"98",3,1.37108772558186,1.90932030438161,70.6294455887788,92.6922155017778,2,427.427326390986,25.2390906921259
"99",3,3.3543328844562,3.95110716053053,112.295492733773,98.2558591975957,2,218.642967459077,17.8828907215925
"100",3,3.04778549305623,4.13094903927839,99.1748090112599,103.96912994504,2,122.807297868262,5.6159313016291
"101",3,3.4505044746312,3.62006399747792,103.468990127172,115.747125887272,2,705.610522183523,25.9403232788608
"102",3,3.22524164346312,3.62633708822552,89.8473284463375,109.050804124263,2,310.399630706407,26.5576653888002
"103",3,0.109684750639365,0.933509828632547,91.5186990425561,95.3783721108468,2,354.131818002003,19.5824408818047
"104",3,2.18871768070816,3.7192541831403,98.2451550196132,110.105277204863,2,481.791845679731,23.6040838014359
"105",3,0.0945432069195016,3.16251203747719,105.407902651426,118.99315139914,1,433.52560795147,19.0323000485256
"106",3,2.95918511095918,3.00220961735166,91.6167700714445,127.113262630864,2,311.254914303735,14.4831229661392
"107",3,0.565544207976476,1.95803582337867,85.8300030852252,100.579120892741,2,608.054152539709,22.0969369565345
